ip,time,action,type,session,visitor192.168.2.104,"25-02-2012 14:15:08","VISITOR->CREATE_SESSION atlas : Unknown ",1,unknown,unknown
192.168.2.104,"25-02-2012 16:47:42","VISITOR->CREATE_SESSION atlas : Unknown ",1,unknown,unknown
41.185.79.34,"10-12-2012 22:06:19","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"10-12-2012 22:06:19","MOBI->QUERY : failed with exceptionNo database selected",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"10-12-2012 22:12:31","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"10-12-2012 22:12:31","MOBI->QUERY : failed with exceptionNo database selected",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"10-12-2012 22:13:15","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"10-12-2012 22:23:55","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"10-12-2012 23:14:10","VISITOR->CREATE_SESSION atlas : Unknown ",1,unknown,unknown
41.185.79.34,"10-12-2012 23:14:10","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"10-12-2012 23:20:04","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"10-12-2012 23:42:30","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"10-12-2012 23:42:33","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"10-12-2012 23:45:33","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:01:22","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:05:51","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:06:35","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:08:12","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:09:14","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:16:21","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:16:44","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:17:25","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:17:27","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:18:36","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:20:47","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:20:48","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:20:51","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:22:06","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:22:14","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:22:16","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:22:18","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:22:19","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:23:22","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:24:19","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:27:37","MOBI->QUERY : failed with exceptionYou have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'ASC content_rank LIMIT 20' at line 2",1,km5oauqvns445bn3l9jr91slc2,unknown
41.185.79.34,"11-12-2012 00:27:40","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,km5oauqvns445bn3l9jr91slc2,unknown
93.186.16.211,"11-12-2012 00:28:53","VISITOR->CREATE_SESSION atlas : Unknown ",1,unknown,unknown
93.186.16.211,"11-12-2012 00:28:53","MOBI->QUERY : failed with exceptionTable 'hioc.cached_home_page' doesn't exist",1,fk8k68um9bv9op35nk4s69qdt5,unknown
